DIVISION,DISTRICT,INSTITUTE_NAME,TYP_ID,MANAGEMENT,TYP,EDU_LEVEL,STUD_TYP,MPO,AREA,GEOGRPY,SECURITY_GUARD,HAVING_COMP_LAB,HAVING_ELECTRICITY,HAVING_SOLAR_PANEL,NUMBER_OF_MULTIMEDIA,TOTAL_COMPUTER,CC_CAMERA_NUM,INTERNET_YN,COMP_LAB_DAILY_USE_HR,TOTAL_LAB_COMPUTER,SSC_TOT_APP,SSC_TOT_PASS,CLASS_ROOM,CLASS_ROOM_MULTIMEDIA,PACKA,TOT_STU,FEM_STU,TOT_TEACHER,FEM_TEACHER,CAPEX,OPEX
Dhaka,Dhaka,B K S P  PUBLIC SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,3,NO,YES,2,12,90,81,18,YES,0,708,358,46,21,1980000,16561500
Dhaka,Dhaka,BAUNIA ABDUL JALIL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,3,3,NO,YES,0,3,204,185,19,NO,3,"1,356",649,15,7,2080000,5401500
Chattogram,Cumilla,NAZNEEN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,2,0,109,84,12,YES,1,640,312,13,4,1200000,4680000
Chattogram,Cumilla,BHANI IDEAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,1,NO,YES,0,0,103,76,8,YES,1,606,356,5,1,860000,1800500
Chattogram,Cumilla,BHANI IDEAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,1,NO,YES,0,0,103,76,8,YES,1,606,356,5,1,860000,1800500
Dhaka,Dhaka,KHALED HAIDER MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,YES,YES,2,2,123,105,17,YES,2,433,195,9,3,1700000,3240000
Dhaka,Dhaka,POGOSE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,8,NO,YES,0,8,143,118,5,NO,0,"2,574","1,075",59,0,980000,21244000
Dhaka,Dhaka,WEST DHAN MONDI YOUSUF HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,33,YES,YES,3,2,70,62,20,YES,0,472,58,15,6,3980000,5416500
Dhaka,Dhaka,WEST DHAN MONDI YOUSUF HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,33,YES,YES,3,2,70,62,20,YES,0,472,58,15,6,3980000,5416500
Chattogram,Cumilla,KUTUMBAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,0,NO,YES,0,0,213,198,15,YES,3,"1,063",605,15,3,1500000,5400000
Chattogram,Cumilla,KUTUMBAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,0,NO,YES,0,0,213,198,15,YES,3,"1,063",605,15,3,1500000,5400000
Dhaka,Dhaka,RAMAKRISHNA MISSION HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,NO,CityCorp,PLAIN LAND,YES,Yes,NO,YES,2,14,NO,YES,2,11,30,29,8,NO,0,289,38,13,0,1640000,4687000
Chattogram,Cumilla,NARGIS AFZAL GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,YES,YES,2,0,69,67,14,NO,3,627,627,12,6,1520000,4321000
Chattogram,Cumilla,ALISWAR ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,58,44,5,,0,466,236,8,2,620000,2881000
Dhaka,Dhaka,KATGARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,4,NO,YES,2,0,119,114,5,YES,5,623,337,14,0,740000,5042000
Dhaka,Dhaka,SEGUN BAGICHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,16,YES,YES,2,11,54,44,17,YES,2,497,54,24,9,2660000,8648000
Dhaka,Dhaka,SEGUN BAGICHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,16,YES,YES,2,11,54,44,17,YES,2,497,54,24,9,2660000,8648000
Chattogram,Cumilla,DOLLAI NOWABPUR GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,3,7,NO,YES,4,4,74,63,16,YES,2,797,797,14,5,2020000,5043500
Chattogram,Cumilla,DOLLAI NOWABPUR GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,3,7,NO,YES,4,4,74,63,16,YES,2,797,797,14,5,2020000,5043500
Dhaka,Dhaka,BARRAH WASEQ MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,NO,No,YES,NO,1,2,NO,YES,0,0,96,64,10,NO,3,722,449,9,1,1120000,3241000
Chattogram,Cumilla,MOHISHMARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,0,0,35,29,9,NO,0,326,156,6,2,960000,2160500
Chattogram,Cumilla,MURSHEDA BEGUM SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,2,0,70,67,8,NO,3,520,309,9,2,920000,3241000
Chattogram,Cumilla,MURSHEDA BEGUM SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,YES,2,0,70,67,8,NO,3,520,309,9,2,920000,3241000
Chattogram,Cumilla,RAILWAY PUBLIC HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,2,YES,NO,0,0,151,119,10,YES,1,600,289,15,1,1120000,5401000
Chattogram,Cumilla,RAJAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,72,51,9,NO,2,514,288,12,4,1020000,4321000
Chattogram,Cumilla,RAJAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,72,51,9,NO,2,514,288,12,4,1020000,4321000
Chattogram,Cumilla,NARGIS NAZRUL BIDHYA NIKETAN,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,YES,No,YES,YES,0,0,NO,YES,0,0,52,26,14,YES,3,337,218,10,3,1400000,3600000
Chattogram,Cumilla,KURCHHAP HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,3,NO,YES,0,0,127,98,13,YES,4,794,437,12,4,1480000,4321500
Chattogram,Cumilla,DHORKARA  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,2,NO,NO,0,0,150,97,12,YES,0,932,431,14,0,1320000,5041000
Dhaka,Dhaka,MALEKABANU  ADARSHA  BIDYANIKETAN,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,23,YES,YES,5,21,259,210,1,YES,0,471,213,16,4,1480000,5771500
Dhaka,Dhaka,SHAHEED ABUL HOSSIAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,5,2,NO,YES,4,12,181,120,15,YES,3,"1,069",483,9,0,1620000,3241000
Chattogram,Cumilla,PROJAPATI D.L.HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,0,1,NO,YES,20,0,74,67,8,NO,1,532,313,9,3,860000,3240500
Chattogram,Cumilla,PROJAPATI D.L.HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,0,1,NO,YES,20,0,74,67,8,NO,1,532,313,9,3,860000,3240500
Dhaka,Dhaka,ABDUL KHALEQUE MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,20,NO,YES,1,18,81,56,11,YES,0,621,318,17,6,2300000,6130000
Dhaka,Dhaka,DHAMRAI GIRLS HIGH SCOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,7,NO,YES,1,18,59,39,17,NO,4,456,456,13,5,2120000,4683500
Dhaka,Dhaka,DHAMRAI GIRLS HIGH SCOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,7,NO,YES,1,18,59,39,17,NO,4,456,456,13,5,2120000,4683500
Dhaka,Dhaka,TEGHARIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,YES,2,19,YES,YES,2,0,115,90,17,NO,0,899,484,17,4,2840000,6129500
Chattogram,Cumilla,ASHWODIA IDEAL  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,0,0,32,27,4,YES,2,380,260,9,1,460000,3240500
Dhaka,Dhaka,M. MUHIUDDIN BHUIYAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,10,NO,YES,1,10,97,66,13,YES,1,605,325,11,0,1900000,3965000
Dhaka,Dhaka,M. MUHIUDDIN BHUIYAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,10,NO,YES,1,10,97,66,13,YES,1,605,325,11,0,1900000,3965000
Dhaka,Dhaka,SHAMILAPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,0,NO,YES,4,0,207,174,9,YES,0,"1,052",505,10,3,900000,3600000
Dhaka,Dhaka,CIVIL AVIATION  SCHOOL AND COLLEGE,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,18,8,YES,YES,5,12,206,197,43,YES,4,"2,745","1,244",65,24,4780000,23404000
Chattogram,Cumilla,HOMNA ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,Yes,YES,NO,2,2,YES,YES,2,13,189,149,5,YES,2,"1,506",112,12,2,620000,4321000
Dhaka,Dhaka,PRATTASHA ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,3,NO,YES,0,0,146,108,21,YES,2,"1,017",568,10,3,2280000,3601500
Chattogram,Cumilla,ABDUR RAZZAK KHAN CHOWDHURY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,2,19,NO,YES,0,18,141,138,10,YES,2,730,420,13,3,2140000,4689500
Chattogram,Cumilla,FAIZUNNESA IDEAL  GIRL.S HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,NO, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,2,0,14,12,8,NO,1,210,210,8,2,860000,2880500
Chattogram,Cumilla,RAMPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,0,0,39,20,8,NO,1,270,179,5,1,920000,1801000
Chattogram,Cumilla,SHAHID NAGAR M.A JALIL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,11,NO,NO,2,5,121,88,12,YES,4,769,409,10,4,1860000,3605500
Chattogram,Cumilla,HORIN DHARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,0,0,53,46,10,YES,3,500,283,10,1,1180000,3601500
Chattogram,Cumilla,HORIN DHARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,0,0,53,46,10,YES,3,500,283,10,1,1180000,3601500
Chattogram,Cumilla,AMTALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,121,70,8,YES,1,610,362,11,3,920000,3961000
Chattogram,Cumilla,BARA SANGISHWAR BALIKA BIDUYANIKATAN,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,0,NO,YES,0,0,77,72,5,NO,1,499,307,10,2,500000,3600000
Chattogram,Cumilla,BARA SANGISHWAR BALIKA BIDUYANIKATAN,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,0,NO,YES,0,0,77,72,5,NO,1,499,307,10,2,500000,3600000
Dhaka,Dhaka,SHANTIPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,2,3,YES,YES,2,0,141,130,13,NO,2,"1,083",533,20,7,1480000,7201500
Chattogram,Cumilla,DURGAPUR  HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,0,NO,YES,0,0,35,31,7,NO,1,271,208,8,2,700000,2880000
Chattogram,Cumilla,COMILLA VICTORIA COLLEGIATE SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,1,YES,YES,0,0,80,57,8,NO,4,335,123,10,6,860000,3600500
Chattogram,Cumilla,COMILLA VICTORIA COLLEGIATE SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,1,YES,YES,0,0,80,57,8,NO,4,335,123,10,6,860000,3600500
Chattogram,Cumilla,SHAHEBABAD LATIF ISMAIL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,2,0,307,235,11,YES,4,"1,428",670,14,4,1220000,5041000
Chattogram,Cumilla,ISLAMIA ADARSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,DISTRICT SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,2,2,YES,YES,0,5,133,87,14,YES,1,715,311,11,5,1520000,3961000
Chattogram,Cumilla,MAYURA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,56,52,9,YES,3,729,431,6,0,900000,2160000
Chattogram,Cumilla,MAYURA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,56,52,9,YES,3,729,431,6,0,900000,2160000
Chattogram,Cumilla,KHADIZA MEMORIAL GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,NO,Yes,YES,YES,2,0,NO,YES,3,17,126,110,5,YES,2,787,,14,5,500000,5040000
Dhaka,Dhaka,MODHURKHOLA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,0,NO,YES,1,1,76,46,12,NO,0,502,245,9,2,1200000,3240000
Dhaka,Dhaka,BAGHAIR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,YES,YES,0,0,178,117,6,YES,4,527,245,11,2,720000,3961000
Dhaka,Dhaka,BAGHAIR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,YES,YES,0,0,178,117,6,YES,4,527,245,11,2,720000,3961000
Dhaka,Dhaka,BANGLA BAZAR GOVT.GIRLS HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,7,37,YES,YES,12,13,267,261,28,YES,3,"2,172","2,172",42,26,5020000,15138500
Dhaka,Dhaka,BANGLA BAZAR GOVT.GIRLS HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,7,37,YES,YES,12,13,267,261,28,YES,3,"2,172","2,172",42,26,5020000,15138500
Chattogram,Cumilla,POMGAON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,1,2,NO,YES,4,8,74,69,12,YES,4,760,513,10,2,1320000,3601000
Chattogram,Cumilla,LAKSHMANPUR NURUL HUQ ML HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,NO,YES,4,12,126,90,21,YES,3,"1,077",627,22,4,2220000,7921000
Chattogram,Cumilla,PROF. SAKANDAR ALI  BHUYAN  GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,NO,YES,2,0,54,43,9,YES,2,381,381,11,6,1020000,3961000
Dhaka,Dhaka,"RUPNAGAR GOVERNMENT SECONDARY SCHOOL,RUPNAGAR",1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,16,55,YES,YES,2,32,122,120,12,YES,1,619,343,23,21,4500000,8307500
Dhaka,Dhaka,"RUPNAGAR GOVERNMENT SECONDARY SCHOOL,RUPNAGAR",1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,NO,Yes,YES,NO,16,55,YES,YES,2,32,122,120,12,YES,1,619,343,23,21,4500000,8307500
Chattogram,Cumilla,BARASHWAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,1,NO,YES,0,0,79,62,7,NO,0,369,246,11,1,760000,3960500
Dhaka,Dhaka,BARUAKHALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,NO,NO,0,0,NO,NO,2,0,132,130,18,YES,4,"1,250",690,27,3,1800000,9720000
Dhaka,Dhaka,MAHABBATPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,5,NO,YES,0,0,70,60,6,NO,0,315,155,12,5,900000,4322500
Chattogram,Cumilla,KAZIMUDDIN KHANDAKER HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,38,38,5,YES,4,347,186,13,3,560000,4680500
Chattogram,Cumilla,AFZAL KHAN JALUA PARA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,NO,0,1,YES,YES,0,0,37,35,7,NO,1,320,320,8,4,760000,2880500
Chattogram,Cumilla,BIPULASAR AHMED ULLAH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,278,190,24,YES,2,"1,677","1,080",22,6,2520000,7921000
Chattogram,Cumilla,ABDULLAPUR HAZI AMIR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,2,0,133,100,11,YES,3,975,523,11,1,1160000,3960500
Chattogram,Cumilla,BAKSIMUL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,1,NO,YES,0,0,114,98,11,YES,1,490,253,13,5,1160000,4680500
Chattogram,Cumilla,BAKSIMUL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,1,NO,YES,0,0,114,98,11,YES,1,490,253,13,5,1160000,4680500
Chattogram,Cumilla,DHANESHWAR SECONDARY,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,4,1,YES,YES,0,0,134,92,13,NO,3,710,419,10,6,1360000,3600500
Chattogram,Cumilla,DHANESHWAR SECONDARY,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,4,1,YES,YES,0,0,134,92,13,NO,3,710,419,10,6,1360000,3600500
Chattogram,Cumilla,MANDER GAON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,0,70,63,8,YES,1,564,319,11,3,800000,3960000
Chattogram,Cumilla,MANDER GAON HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,YES,0,0,70,63,8,YES,1,564,319,11,3,800000,3960000
Chattogram,Cumilla,SONAI MURI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,1,0,NO,YES,2,18,94,93,18,YES,3,607,326,10,3,1800000,3600000
Chattogram,Cumilla,SONAI MURI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,1,0,NO,YES,2,18,94,93,18,YES,3,607,326,10,3,1800000,3600000
Chattogram,Cumilla,MOHESHPUR AZIZIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,1,2,YES,YES,0,0,192,174,16,YES,2,"1,169",714,17,5,1720000,6121000
Dhaka,Dhaka,GOVT. SCIENCE  HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,BOYS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,YES,YES,4,22,235,220,22,YES,2,"2,151",0,45,23,2200000,16200000
Chattogram,Cumilla,KHALIL PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,13,NO,YES,2,11,232,146,23,YES,4,"1,091",599,13,4,3080000,4686500
Dhaka,Dhaka,BAGHASUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,2,NO,YES,0,0,106,78,9,NO,2,702,355,10,1,1020000,3601000
Chattogram,Cumilla,ISLAM PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,NO,2,0,39,30,7,NO,0,282,158,8,2,700000,2880000
Chattogram,Cumilla,ISLAM PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,0,NO,NO,2,0,39,30,7,NO,0,282,158,8,2,700000,2880000
Dhaka,Dhaka,DOLAIRPAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,4,7,YES,YES,10,11,327,295,43,YES,4,"2,929","1,631",50,21,4720000,18003500
Dhaka,Dhaka,KUTUBKHALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,0,0,113,103,15,YES,2,681,372,29,18,1560000,10440500
Dhaka,Dhaka,SHAHEED MUKTIJODDHA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,NO,CityCorp,PLAIN LAND,NO,Yes,YES,YES,1,1,NO,YES,2,11,93,64,5,YES,1,593,593,13,7,560000,4680500
Dhaka,Dhaka,SHAHEED MUKTIJODDHA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,NO,CityCorp,PLAIN LAND,NO,Yes,YES,YES,1,1,NO,YES,2,11,93,64,5,YES,1,593,593,13,7,560000,4680500
Chattogram,Cumilla,PAYAB  HAJI  ABDUL  GHANI  HIGH  SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,YES,0,0,157,97,10,YES,2,951,622,8,2,1000000,2880000
